pathway,reactome_id,n_genes,n_in_network,n_edges,density,mean_loeuf,loeuf_variance,insularity,root_category,super_pathway,log_density,predicted_loeuf,residual,regime
ERBB2 Activates PTK6 Signaling,R-HSA-8847993,13,13,23,0.294871794871795,0.735153846153846,0.216264974358974,0.0137765798143157,Signal Transduction,Signal Transduction,-0.530366766672888,0.636878556501617,0.0982752896522295,Equilibrium
ERBB2 Regulates Cell Motility,R-HSA-6785631,15,15,22,0.20952380952381,0.6294,0.177126828571429,0.00946643717728055,Signal Transduction,Signal Transduction,-0.678766618247732,0.656062621304608,-0.0266626213046076,Equilibrium
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,R-HSA-427389,45,16,85,0.708333333333333,0.35925,0.0666182,0.0218959299330242,Gene expression (Transcription),Other,-0.149762320333332,0.587676752824596,-0.228426752824596,Equilibrium
ERK/MAPK targets,R-HSA-198753,22,22,48,0.207792207792208,0.482181818181818,0.0740917748917749,0.0223671947809879,Signal Transduction,Signal Transduction,-0.682370742516557,0.656528536551809,-0.174346718369991,Equilibrium
ERKs are inactivated,R-HSA-202670,13,13,22,0.282051282051282,0.524615384615385,0.0956257564102564,0.0144546649145861,Signal Transduction,Signal Transduction,-0.549671921868274,0.639374188029343,-0.114758803413958,Equilibrium
ESR-mediated signaling,R-HSA-8939211,192,162,1199,0.0919408020857296,0.652900621118012,0.262208102562112,0.0472847734353433,Signal Transduction,Signal Transduction,-1.03649171181165,0.702306746913622,-0.04940612579561,Equilibrium
Early Phase of HIV Life Cycle,R-HSA-162594,22,14,22,0.241758241758242,0.734714285714286,0.24477021978022,0.00993003836605732,Disease,Other,-0.616618711498887,0.648028587188079,0.0866856985262067,Equilibrium
Early SARS-CoV-2 Infection Events,R-HSA-9772572,46,37,47,0.0705705705705706,0.662783783783784,0.171836174174174,0.0103787125979905,Disease,Other,-1.15137637123458,0.717158208878377,-0.0543744250945936,Equilibrium
Effects of PIP2 hydrolysis,R-HSA-114508,27,27,17,0.0484330484330484,0.508961538461539,0.0609422784615385,0.0235783633841886,Signal Transduction,Signal Transduction,-1.31485819508755,0.738291962515083,-0.229330424053545,Equilibrium
Eicosanoid ligand-binding receptors,R-HSA-391903,15,15,3,0.0285714285714286,1.3244,0.227999114285714,0.00814111261872456,Signal Transduction,Signal Transduction,-1.54406804435028,0.767922562243293,0.556477437756707,Equilibrium
Eicosanoids,R-HSA-211979,12,12,3,0.0454545454545455,1.33872727272727,0.0863914181818182,0.0594059405940594,Metabolism,Metabolism,-1.34242268082221,0.741855300853923,0.59687197187335,Equilibrium
Elastic fibre formation,R-HSA-1566948,44,44,65,0.0687103594080338,0.541886363636364,0.100848940274841,0.0271512113617377,Extracellular matrix organization,Other,-1.16297777975894,0.718657955479033,-0.176771591842669,Equilibrium
Elevation of cytosolic Ca2+ levels,R-HSA-139853,16,16,12,0.1,0.8995,0.181103066666667,0.0195758564437194,Hemostasis,Other,-1,0.697589361035283,0.201910638964717,Equilibrium
Endogenous sterols,R-HSA-211976,26,23,16,0.0632411067193676,0.82028,0.198525876666667,0.024390243902439,Metabolism,Metabolism,-1.19900053851989,0.723314718481954,0.0969652815180461,Equilibrium
Endosomal Sorting Complex Required For Transport (ESCRT),R-HSA-917729,31,31,120,0.258064516129032,0.715838709677419,0.13041127311828,0.0340473826074621,Vesicle-mediated transport,Transport & Vesicles,-0.588271706842329,0.644364090434672,0.0714746192427473,Equilibrium
Endosomal/Vacuolar pathway,R-HSA-1236977,12,12,27,0.409090909090909,0.836454545454546,0.112585672727273,0.0270676691729323,Immune System,Immune System,-0.388180171382881,0.618497696755376,0.217956848699169,Equilibrium
Energy dependent regulation of mTOR by LKB1-AMPK,R-HSA-380972,29,29,119,0.293103448275862,0.609241379310345,0.178681332512315,0.0540049920580894,Signal Transduction,Signal Transduction,-0.532979072184663,0.637216256557859,-0.0279748772475137,Equilibrium
Enterobacterial factors antagonize host defense,R-HSA-9956593,17,14,16,0.175824175824176,0.8435,0.208470115384615,0.00696257615317668,Disease,Other,-0.754921409665169,0.665907364665915,0.177592635334086,Equilibrium
Entry of Influenza Virion into Host Cell via Endocytosis,R-HSA-168275,10,2,1,1,0.2135,0.0239805,0.00194363459669582,Disease,Other,0,0.568316557865964,-0.354816557865964,Equilibrium
Ephrin signaling,R-HSA-3928664,19,19,46,0.269005847953216,0.469789473684211,0.140228730994152,0.0210189627598812,Developmental Biology,Other,-0.57023827871058,0.642032858629328,-0.172243384945118,Equilibrium
Epigenetic regulation by WDR5-containing histone modifying complexes,R-HSA-9917777,135,105,829,0.151831501831502,0.568647619047619,0.224551172710623,0.0853846946132454,Gene expression (Transcription),Other,-0.818638112154464,0.674144201405411,-0.105496582357792,Equilibrium
Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes,R-HSA-9851695,103,75,371,0.133693693693694,0.66016,0.262907460540541,0.0550241008527994,Gene expression (Transcription),Other,-0.873889077843649,0.681286648617864,-0.0211266486178641,Equilibrium
Epigenetic regulation of gene expression,R-HSA-212165,294,251,2797,0.0891474103585657,0.657725099601594,0.29290508812749,0.107773817551296,Gene expression (Transcription),Other,-1.04989126811757,0.704038945118513,-0.0463138455169196,Equilibrium
Epigenetic regulation of gene expression by MLL3 and MLL4 complexes,R-HSA-9818564,103,75,371,0.133693693693694,0.66016,0.262907460540541,0.0550241008527994,Gene expression (Transcription),Other,-0.873889077843649,0.681286648617864,-0.0211266486178641,Equilibrium
Erythrocytes take up carbon dioxide and release oxygen,R-HSA-1237044,12,11,4,0.0727272727272727,1.23866666666667,0.241013151515152,0.0100376411543287,Transport of small molecules,Transport & Vesicles,-1.13830269816628,0.715468138513119,0.523198528153548,Equilibrium
Erythropoietin activates Phosphoinositide-3-kinase (PI3K),R-HSA-9027276,12,12,20,0.303030303030303,0.3845,0.0516340909090909,0.022740193291643,Signal Transduction,Signal Transduction,-0.518513939877888,0.635346308356347,-0.250846308356347,Equilibrium
Erythropoietin activates RAS,R-HSA-9027284,14,14,37,0.406593406593407,0.529142857142857,0.107904747252747,0.0142939926598416,Signal Transduction,Signal Transduction,-0.390839668254099,0.618841497370938,-0.0896986402280812,Equilibrium
Establishment of Sister Chromatid Cohesion,R-HSA-2468052,11,10,30,0.666666666666667,0.3086,0.137858266666667,0.0266075388026608,Cell Cycle,Cell Cycle & DNA,-0.176091259055681,0.591080368537707,-0.282480368537707,Equilibrium
Estrogen-dependent gene expression,R-HSA-9018519,121,91,592,0.144566544566545,0.516711111111111,0.206159848189763,0.0375813362958261,Signal Transduction,Signal Transduction,-0.839932199373518,0.67689694775115,-0.160185836640039,Equilibrium
Estrogen-dependent nuclear events downstream of ESR-membrane signaling,R-HSA-9634638,24,24,34,0.123188405797101,0.5625,0.15942252173913,0.0102117435050308,Signal Transduction,Signal Transduction,-0.909430165022963,0.685881144585219,-0.123381144585219,Equilibrium
Ethanol oxidation,R-HSA-71384,12,12,4,0.0606060606060606,1.16881818181818,0.151671563636364,0.0149812734082397,Metabolism,Metabolism,-1.21748394421391,0.725704120148135,0.443114061670047,Equilibrium
Eukaryotic Translation Elongation,R-HSA-156842,99,95,2924,0.654871220604703,0.613978494623656,0.182581173445535,0.142141850177434,Metabolism of proteins,Other,-0.183844094938742,0.592082599364822,0.0218958952588341,Equilibrium
Eukaryotic Translation Initiation,R-HSA-72613,124,120,3478,0.487114845938375,0.588613445378151,0.189923408631249,0.150549735953597,Metabolism of proteins,Other,-0.312368634109481,0.608697326819468,-0.0200838814413169,Topology-Amplified
Eukaryotic Translation Termination,R-HSA-72764,98,93,2877,0.672510518934081,0.622380434782609,0.184613469063545,0.147055816806379,Metabolism of proteins,Other,-0.172300918345183,0.590590380569094,0.0317900542135147,Equilibrium
Evasion by RSV of host interferon responses,R-HSA-9833109,37,31,64,0.137634408602151,0.676666666666667,0.238131529411765,0.012694634533373,Disease,Other,-0.861272978906067,0.679655730143141,-0.00298906347647465,Equilibrium
Export of Viral Ribonucleoproteins from Nucleus,R-HSA-168274,39,31,272,0.58494623655914,0.476290322580645,0.0955801462365591,0.0539361491175887,Disease,Other,-0.232884048855755,0.598422131674968,-0.122131809094323,Equilibrium
"Expression of BMAL (ARNTL), CLOCK, and NPAS2",R-HSA-9931509,35,34,113,0.201426024955437,0.288264705882353,0.0347326247771836,0.038612677259525,Circadian clock,Other,-0.695884417772742,0.658275487233296,-0.370010781350943,Topology-Amplified
Extension of Telomeres,R-HSA-180786,51,50,268,0.218775510204082,0.6787,0.16786437755102,0.0300196023522823,Cell Cycle,Cell Cycle & DNA,-0.660001294671763,0.653636775323563,0.0250632246764372,Equilibrium
Extra-nuclear estrogen signaling,R-HSA-9009391,75,75,334,0.12036036036036,0.797773333333333,0.276672961441441,0.0281417196781396,Signal Transduction,Signal Transduction,-0.919516520647131,0.687185036050518,0.110588297282816,Equilibrium
FASTK family proteins regulate processing and stability of mitochondrial RNAs,R-HSA-9837092,19,4,3,0.5,0.7475,0.0188563333333333,0.00600600600600601,Metabolism of RNA,Other,-0.301029995663981,0.607231549243495,0.140268450756505,Equilibrium
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,R-HSA-8854050,42,41,593,0.723170731707317,0.388243902439024,0.0793149890243902,0.0716789556388251,Cell Cycle,Cell Cycle & DNA,-0.140759159019454,0.586512888924165,-0.198268986485141,Equilibrium
FCERI mediated Ca+2 mobilization,R-HSA-2871809,110,80,75,0.0237341772151899,0.490806451612903,0.131416494623656,0.0256454094717046,Immune System,Immune System,-1.6246258192267,0.778336491618652,-0.287530040005748,Equilibrium
FCERI mediated MAPK activation,R-HSA-2871796,111,81,115,0.0354938271604938,0.55078125,0.140733789314516,0.0234430741004994,Immune System,Immune System,-1.449847169853,0.755742365679966,-0.204961115679965,Equilibrium
FCERI mediated NF-kB activation,R-HSA-2871837,147,116,760,0.113943028485757,0.435805970149254,0.129097249660787,0.0652836833741356,Immune System,Immune System,-0.943312241635758,0.690261175606153,-0.254455205456899,Equilibrium
FCGR activation,R-HSA-2029481,94,64,28,0.0138888888888889,0.70675,0.225156568181818,0.0164319248826291,Immune System,Immune System,-1.85733249643127,0.808419136097104,-0.101669136097104,Equilibrium
FCGR3A-mediated IL10 synthesis,R-HSA-9664323,121,90,79,0.0197253433208489,0.531027027027027,0.122864249249249,0.0216854241010156,Disease,Other,-1.70497542912982,0.788723510924388,-0.257696483897361,Equilibrium
FCGR3A-mediated phagocytosis,R-HSA-9664422,142,111,351,0.0574938574938575,0.434847457627119,0.0767400280537697,0.0450462012320329,Disease,Other,-1.24037855181508,0.7286637702502,-0.293816312623081,Equilibrium
FGFR1 ligand binding and activation,R-HSA-190242,18,17,16,0.117647058823529,0.914352941176471,0.330618742647059,0.0279232111692845,Signal Transduction,Signal Transduction,-0.929418925714293,0.688465147711668,0.225887793464803,Equilibrium
FGFR1 mutant receptor activation,R-HSA-1839124,31,30,33,0.0758620689655172,0.551833333333333,0.203475867816092,0.010724731881703,Disease,Other,-1.11997531707675,0.713098906584923,-0.161265573251589,Equilibrium
FGFR1c ligand binding and activation,R-HSA-190373,14,13,13,0.166666666666667,0.840615384615385,0.249163256410256,0.024390243902439,Signal Transduction,Signal Transduction,-0.778151250383644,0.668910351292769,0.171705033322616,Equilibrium
FGFR2 alternative splicing,R-HSA-6803529,28,26,111,0.341538461538462,0.666653846153846,0.309517675384615,0.0258409963915726,Signal Transduction,Signal Transduction,-0.466560382192217,0.628630126319701,0.0380237198341452,Equilibrium
FGFR2 ligand binding and activation,R-HSA-190241,20,19,14,0.0818713450292398,1.0147,0.367697484210526,0.0318181818181818,Signal Transduction,Signal Transduction,-1.08686807471392,0.708819040559473,0.305880959440527,Equilibrium
FGFR2 mutant receptor activation,R-HSA-1839126,33,33,104,0.196969696969697,0.916515151515151,0.306295945075758,0.0497131931166348,Disease,Other,-0.705600583235032,0.659531523178663,0.256983628336488,Equilibrium
FGFR2b ligand binding and activation,R-HSA-190377,10,9,7,0.194444444444444,1.1608,0.453428844444445,0.021505376344086,Signal Transduction,Signal Transduction,-0.71120446075303,0.660255952134032,0.500544047865968,Equilibrium
FGFR2c ligand binding and activation,R-HSA-190375,13,13,9,0.115384615384615,0.835538461538462,0.237753935897436,0.033271719038817,Signal Transduction,Signal Transduction,-0.937852093251155,0.689555326918755,0.145983134619707,Equilibrium
FGFR3 ligand binding and activation,R-HSA-190239,13,13,5,0.0641025641025641,0.817769230769231,0.186038525641026,0.0157728706624606,Signal Transduction,Signal Transduction,-1.19312459835446,0.722555119225513,0.0952141115437174,Equilibrium
FGFR3 mutant receptor activation,R-HSA-2033514,12,12,5,0.0757575757575758,0.814,0.202749636363636,0.0166389351081531,Disease,Other,-1.12057393120585,0.713176291111408,0.100823708888592,Equilibrium
FGFR3c ligand binding and activation,R-HSA-190372,13,13,5,0.0641025641025641,0.817769230769231,0.186038525641026,0.0157728706624606,Signal Transduction,Signal Transduction,-1.19312459835446,0.722555119225513,0.0952141115437174,Equilibrium
FGFR4 ligand binding and activation,R-HSA-190322,14,14,5,0.054945054945055,0.794857142857143,0.129033054945055,0.0131233595800525,Signal Transduction,Signal Transduction,-1.26007138798508,0.73120951838425,0.0636476244728933,Equilibrium
FGFRL1 modulation of FGFR1 signaling,R-HSA-5658623,13,13,0,0,0.996615384615385,0.34380408974359,0,Signal Transduction,Signal Transduction,-6,1.34395337688188,-0.347337992266494,Equilibrium
FLT3 Signaling,R-HSA-9607240,38,38,135,0.19203413940256,0.467078947368421,0.0965743449502134,0.0232838909968955,Immune System,Immune System,-0.716621556524818,0.660956235289488,-0.193877287921067,Equilibrium
FLT3 signaling in disease,R-HSA-9682385,28,28,83,0.21957671957672,0.505285714285714,0.154410137566138,0.0157929787841309,Disease,Other,-0.658413707461151,0.653431543474571,-0.148145829188857,Equilibrium
FOXO-mediated transcription,R-HSA-9614085,66,65,210,0.100961538461538,0.639538461538462,0.195359002403846,0.02125828820165,Gene expression (Transcription),Other,-0.995844040228842,0.697052108465807,-0.0575136469273453,Equilibrium
FOXO-mediated transcription of cell cycle genes,R-HSA-9617828,17,17,18,0.132352941176471,0.573352941176471,0.150482367647059,0.0108499095840868,Gene expression (Transcription),Other,-0.878266403266911,0.681852517745713,-0.108499576569243,Equilibrium
FOXO-mediated transcription of cell death genes,R-HSA-9614657,16,16,25,0.208333333333333,0.5645,0.181887733333333,0.0122040517451794,Gene expression (Transcription),Other,-0.681241237375587,0.656382522256042,-0.0918825222560419,Equilibrium
"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",R-HSA-9615017,30,29,34,0.083743842364532,0.697965517241379,0.259444391625616,0.00948528386106849,Gene expression (Transcription),Other,-1.07704711653494,0.707549457765868,-0.00958394052448874,Equilibrium
FRS-mediated FGFR1 signaling,R-HSA-5654693,23,23,35,0.138339920948617,0.790391304347826,0.325615794466403,0.0136798905608755,Signal Transduction,Signal Transduction,-0.859052476825542,0.679368679614749,0.111022624733078,Equilibrium
FRS-mediated FGFR2 signaling,R-HSA-5654700,25,25,32,0.106666666666667,0.78068,0.298260643333333,0.0134935694707991,Signal Transduction,Signal Transduction,-0.971971276399757,0.693966009366222,0.0867139906337783,Equilibrium
FRS-mediated FGFR3 signaling,R-HSA-5654706,20,20,25,0.131578947368421,0.69305,0.198588576315789,0.0105864916366716,Signal Transduction,Signal Transduction,-0.880813592280791,0.68218180000974,0.0108681999902602,Equilibrium
FRS-mediated FGFR4 signaling,R-HSA-5654712,22,22,25,0.108225108225108,0.691863636363636,0.151899742424242,0.0102375102375102,Signal Transduction,Signal Transduction,-0.965671971220107,0.693151680527629,-0.00128804416399309,Equilibrium
Factors involved in megakaryocyte development and platelet production,R-HSA-983231,159,154,481,0.0408284525931585,0.58521897810219,0.175663613460713,0.0310292552333645,Hemostasis,Other,-1.38903707961625,0.747881274854081,-0.162662296751891,Equilibrium
Fanconi Anemia Pathway,R-HSA-6783310,38,33,137,0.259469696969697,0.949909090909091,0.227484897727273,0.0180905849729301,DNA Repair,Cell Cycle & DNA,-0.585913355377406,0.644059219729943,0.305849871179148,Equilibrium
Fatty acid metabolism,R-HSA-8978868,176,166,129,0.00941949616648412,1.04551807228916,0.207623742095655,0.0183095592931659,Metabolism,Metabolism,-2.02597232629073,0.830219679629033,0.215298392660123,Equilibrium
Fatty acids,R-HSA-211935,15,14,4,0.043956043956044,1.39507142857143,0.0958982252747253,0.0583941605839416,Metabolism,Metabolism,-1.35698140099313,0.743737347420976,0.651334081150452,Equilibrium
